Species,SpecCode,CommonName,ITOFF.Group,Kingdom,Phylum,Class,Order,Family,Genus,System,Group,Status,EstabwildSuccess,Means_Introduction,IUCN_Status,Polar,Boreal,Temperate,SubTropical,Tropical,Impacting,Impacted_by,ReproMode,Fertilization,RepGuild1,RepGuild2,Spawning,MeanFecundity,MinFecundity,MaxFecundity,BroodSize,AgeMaturity_Years_Estimate,MeanAgeMaturity_Years,GenerationTime_Years_Estimate,TrophicLevel_Estimate,TrophicLevel,FeedingType,Relative_BrainWeight,Longevity_Years_Estimate,Tmax,Wmax,Lmax,TempPref_min,TempPref_max,TempRange,TolerableTemp_min,TolerableTemp_max,Temp_Range_tolerable,Sources
Cubanichthys cubensis,11889,Cuban killifish,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cubanichthys,Freshwater_Brackish,Native,LC,,,LC,,,,,1,,Clarias gariepinus (Predation); Micropterus salmoides (Unclear); Poecilia reticulata (Unclear); Poecilia sphenops (Unclear); Hypophthalmichthys molitrix (Unclear); Hypophthalmichthys nobilis (Unclear); Cyprinus carpio (Unclear); Ctenopharyngodon Idella (Unclear),dioecism,external,nonguarders,open water/substratum egg scatterers,,,,,,,,,3.1,,,,,,,,23,28,5,,,,IUCN; Fishbase
Cyprinella proserpina,6109,Proserpine shiner,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Cyprinella,Freshwater,Native,LC,,,LC,,,1,1,,,Micropterus dolomieu (Unclear); Oreochromis aureus (Unclear),dioecism,external,nonguarders,,,,,,,1.2,,1.6,3.1,,,,3.7,,,,,,,,,,IUCN; Fishbase
Etheostoma mariae,3439,Pinewoods darter,4,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,Freshwater,Native,LC,,,LC,,,1,,,,Lepomis auritus (Competition; Predation); Lepomis macrochirus (Competition; Predation); Micropterus salmoides (Competition; Predation),dioecism,external,guarders,nesters,,,,,,,,,,,,,,,,,,,,,,,IUCN; Fishbase
Gambusia hispaniolae,27642,Hispaniolan gambusia,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Freshwater,Native,LC,,,LC,,,,,1,,Poecilia reticulata (Unclear); Xiphophorus hellerii (Unclear),dioecism,internal (oviduct),bearers,internal live bearers,,,,,,,,,3.2,,,,,,,,23,27,4,,,,IUCN; Fishbase
Gambusia manni,16523,,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Freshwater_Brackish,Native,LC,,,LC,,,,,1,,Gambusia holbrooki (Unclear); Poecilia latipinna (Unclear); Herotilapia multispinosa (Unclear); Oreochromis mossambicus (Unclear),dioecism,internal (oviduct),bearers,internal live bearers,,,,,,1.8,,2.4,,3.2,predator,,5.4,,,,,,,,,,IUCN; Fishbase
Gambusia punctata,27649,Cuban gambusia,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Freshwater,Native,LC,,,LC,,,,,1,,Clarias gariepinus (Predation); Hypophthalmichthys molitrix (Unclear); Hypophthalmichthys nobilis (Unclear); Cyprinus carpio (Unclear); Ctenopharyngodon Idella (Unclear),dioecism,internal (oviduct),bearers,internal live bearers,,,,,,,,,3.3,,,,,,,,24,28,4,,,,IUCN; Fishbase
Gambusia speciosa,53787,Tex-Mex gambusia,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Freshwater,Native,LC,,,LC,,,1,1,1,,,dioecism,internal (oviduct),bearers,internal live bearers,,,,,,1.5,,2,3.2,,,,4.2,,,,23,28,5,,,,IUCN; Fishbase
Glossogobius coatesi,26503,Coates' goby,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Freshwater,Native,LC,,,LC,,,,1,1,,Schizothorax richardsonii (Unclear),dioecism,external,guarders,clutch tenders,,,,,,,,,3.5,,,,,,,,,,,,,,IUCN; Fishbase
Glossogobius koragensis,26506,Koragu tank goby,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Freshwater,Native,LC,,,LC,,,,1,1,,Barbonymus gonionotus (Habitat Degradation),dioecism,external,guarders,clutch tenders,,,,,,,,,,3.99,,,,,,,,,,,,,IUCN; Fishbase
Glossogobius torrentis,26508,White water goby,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Freshwater,Native,LC,,,LC,,,,1,1,,,dioecism,external,guarders,clutch tenders,,,,,,,,,3.6,,,,,,,,,,,,,,IUCN; Fishbase
Gobiomorphus cotidianus,10353,Common bully,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Gobiomorphus,Freshwater_Brackish_Marine,Native,LC,,,LC,,,,1,,,Salmo trutta (Predation),dioecism,external,,,,1100,200,2000,,1.3,,1.7,,3.38,predator,,4.5,,,,11.9,19.1,7.2,4,22,18,IUCN; Fishbase
Haplochromis paropius,6815,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis,Freshwater,Native,LC,,,LC,,,,,1,,Lates niloticus (Predation),dioecism,,bearers,external brooders,,,,,,,,,,2.29,variable,,,,,,,,,,,,IUCN; Fishbase
Mogurnda aurifodinae,26391,Northern mogurnda,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Mogurnda,Freshwater,Native,LC,,,LC,,,,1,1,,,dioecism,external,guarders,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Mogurnda pulchra,26402,Moresby mogurnda,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Mogurnda,Freshwater,Native,LC,,,LC,,,,1,1,,,dioecism,external,guarders,,,,,,,,,,3.3,,,,,,,,23,28,5,,,,IUCN; Fishbase
Mugilogobius notospilus,61311,Freshwater mangrovegoby,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Mugilogobius,Freshwater_Brackish_Marine,Native,LC,,,LC,,,,1,1,,Oreochromis mossambica (Unclear),dioecism,external,guarders,clutch tenders,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Mystus armatus,5148,Kerala mystus,4,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Freshwater_Brackish,Native,LC,,,LC,,,,,1,,,dioecism,external,,,,,,,,,,,3.3,,,,,,,,22,25,3,,,,IUCN; Fishbase
Oxyeleotris paucipora,26431,Fewpored gudgeon,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Oxyeleotris,Freshwater,Native,LC,,,LC,,,,1,1,,,dioecism,external,guarders,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Paragobiocichla irvinei,8867,Cichlid,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Paragobiocichla,Freshwater,Native,LC,,,LC,,,,,1,,,dioecism,external,,,,,200,,,,,,3.3,,,,,,,,24,27,3,,,,IUCN; Fishbase
Wajpamheros nourissati,57857,Bluemouth cichlid,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Wajpamheros,Freshwater,Native,LC,,,LC,,,,,1,,,dioecism,external,,,,,,,,1.4,,1.9,3.3,,,,5,,,,26,30,4,,,,IUCN; FIshbase
Zappa confluentus,26589,Slender mudskipper,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Zappa,Freshwater_Brackish_Marine,Native,LC,,,LC,,,,1,1,,,dioecism,external,guarders,,,,,,,,,,3.1,,,,,,,,,,,,,,IUCN; Fishbase
Zenarchopterus kampeni,13014,Sepik River halfbeak,4,Animalia,Chordata,Actinopterygii,Beloniformes,Zenarchopteridae,Zenarchopterus,Freshwater,Native,LC,,,LC,,,,1,1,,,dioecism,internal (oviduct),bearers,internal live bearers,Throughout the year; but peaking once,,,,,,,,,3.2,,,,,,,24,28,4,,,,IUCN; Fishbase
Allomogurnda landfordorum,64142,,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Allomogurnda,Freshwater,Native,LC,,,LC,,,,1,1,,Schizothorax richardsonii (Predaton; Competition); Tor putitora (Predation; Competition),,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase
Allomogurnda papua,64168,,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Eleotridae,Allomogurnda,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Amblypharyngodon melettinus,13619,Attentive carplet,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Amblypharyngodon,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,0.6,,0.8,,2,filtering plankton,,1.9,,,7.849999905,,,,,,,IUCN; Fishbase
Ancistrus chagresi,50245,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,Freshwater,Native,LC,,,LC,,,,,1,,Ctenopharyngodon idella (Disease/Parasitism),,,,,,,,,,,,,,,,,,,,,,,,,,,IUCN; Fishbase
Ancistrus clementinae,50247,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,Freshwater,Native,LC,,,LC,,,,,1,,Oncorhynchus mykiss (Competition),,,,,,,,,,,,,,,,,,,,,,,,,,,IUCN; Fishbase
Apareiodon hasemani,52509,,4,Animalia,Chordata,Actinopterygii,Characiformes,Parodontidae,Apareiodon,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,IUCN; Fishbase 
Apistogramma intermedia,66516,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Apistogramma,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Astroblepus simonsii,49717,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Freshwater,Native,LC,,,LC,,,,,1,,Oncorhynchus mykiss (Predation),,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase
Astyanax angustifrons,51295,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Freshwater,Native,LC,,,LC,,,1,1,,,Oreochromis niloticus (Unclear),,,,,,,,,,,,,2.9,,,,,,,,,,,,,,IUCN; Fishbase
Astyanax finitimus,69690,Veracruz tetra,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Freshwater,Native,LC,,,LC,,,,,1,,Pterygoplichthys disjunctivus (Unclear),,,,,,,,,,,,,2.9,,,,,,,,,,,,,,IUCN; Fishbase
Astyanax nicaraguensis,53401,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,IUCN; Fishbase
Astyanax panamensis,69692,Panamanian tetra,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Freshwater,Native,LC,,,LC,,,,,1,,Cichla monoculus (Unclear),,,,,,,,,,,,,2.8,,,,,,,,,,,,,,IUCN; Fishbase
Atherinella chagresi,53138,,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinella,Freshwater_Brackish_Marine,Native,LC,,,LC,,,,1,1,,Cichla ocellaris (Predation),,,,,,,,,,0.6,,0.8,,2.68,,,1.9,,,,,,,,,,IUCN; Fishbase
Australoheros muriae,64773,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Australoheros,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase 
Australoheros perdi,66160,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Australoheros,Freshwater,Native,LC,,,LC,,,,,1,,Cichla ocellaris (Unclear); Cichla kelberi (Unclear),,,,,,,,,,1.1,,1.5,3.3,,,,3.9,,,,,,,,,,IUCN; Fishbase
Bagrus orientalis,9285,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,3.8,,4.6,3.8,,,,15.8,,,,,,,,,,IUCN; Fishbase
Brachyhypopomus menezesi,68580,,4,Animalia,Chordata,Actinopterygii,Gymnotiformes,Hypopomidae,Brachyhypopomus,Freshwater,Native,LC,,,LC,,,,,1,,Hoplosternun littorale (Unclear); Cichla piquiti (Unclear),,,,,,,,,,,,,3.1,,,,,,,,,,,,,,IUCN; Fishbase
Brycon atrocaudatus,14157,,4,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,IUCN; Fishbase
Brycon costaricensis,67329,,4,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,Freshwater,Native,LC,,,LC,,,,,1,,Oreochromis mossambicus (Unclear); Hypostomus aspidolepis (Unclear),,,,,,,,,,,,,2.8,,,,,,,,21,34,13,,,,IUCN; Fishbase
Bryconamericus bucayensis,67170,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Bryconamericus,Freshwater,Native,LC,,,LC,,,,,1,,Xiphophorus hellerii  (Unclear); Gambusia affinis (Unclear); Poecilia reticulata (Unclear),,,,,,,,,,,,,2.6,,,,,,,,,,,,,,IUCN; Fishbase
Bunocephalus larai,48643,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Bunocephalus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,IUCN; Fishbase
Campostoma pauciradii,10149,Bluefin stoneroller,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Campostoma,Freshwater,Native,LC,,,LC,,,1,1,,,Campostoma oligolepis (Hybridisation),,,,,,,,,,2.1,,2.9,,,,,7.6,,,,,,,,,,IUCN; Fishbase
Carasobarbus fritschii,11354,,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carasobarbus,Freshwater,Native,LC,,,LC,,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,IUCN; Fishbase
Catostomus clarkii,2963,Desert sucker,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Freshwater,Native,LC,,,LC,,,1,,,,Notropis lutrensis (Competition); Micropterus dolomieu (Unclear); Pylodictus olivarus (Unclear); Oncorhynchus mykiss (Unclear); Salmo trutta (Unclear),,,,,,,,,,2.2,,2.4,2.8,,,,8.6,,,,,,,,,,IUCN; Fishbase
Catostomus discobolus,2966,Bluehead sucker,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Freshwater,Native,LC,,,LC,,1,1,,,,Catostomus ardens (Hybridisation); Catostomus catostomus (Hybridisation); Catostomus commersonii (Competition; Hybridisation); Lota lota (Competition; Disease/Parasitism); Pimephales promelas (Competition); Semotilus atromaculatus (Competition; Predation); Richardsonius balteatus (Competition; Predation); Salmo trutta (Competition; Predation),,,,,,,,,,2.2,,2.6,2.8,,,,8.3,,,,,,,,,,IUCN; Fishbase
Catostomus latipinnis,2970,Flannelmouth sucker,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Freshwater,Native,LC,,,LC,,,1,,,,Catostomus ardens (Hybridisation); Catostomus catostomus (Hybridisation); Catostomus commersonii (Competition; Hybridisation); Pimephales promelas (Competition),,,,,,,,,,1.6,,2.6,2.8,,,,7,,,,,,,,,,IUCN; Fishbase
Cephalosilurus fowleri,47753,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Cephalosilurus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,IUCN; Fishbase
Characidium lagosantense,48559,,4,Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase 
Characidium marshi,53065,,4,Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,IUCN; Fishbase
Chelaethiops bibie,5270,Lake Turkana sardine,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Chelaethiops,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,0.8,,1,,2.25,grazer,,2.3,,,,22,28,6,,,,IUCN; Fishbase
Chilatherina crassispinosa,25608,Silver rainbowfish,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Chilatherina,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,2.9,,,,,,,,25,30,5,,,,IUCN; Fishbase
Cincelichthys pearsei,26774,Pantano cichlid,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cincelichthys,Freshwater_Brackish,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2,variable,,,,,,26,30,4,,,,IUCN; Fishbase
Compsura gorgonae,53085,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Compsura,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,IUCN; Fishbase
Corydoras flaveolus,46065,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,22,26,4,,,,IUCN; Fishbase 
Cottus spinulosus,23051,Turkestan sculpin,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Freshwater,Native,LC,,,LC,,1,1,,,,,,,,,,,,,,2.3,,3.1,3.2,,,,7.7,,,,,,,,,,IUCN; Fishbase
Craterocephalus nouhuysi,25665,Mountain hardyhead,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,3,,,,,,,,22,24,2,,,,IUCN; Fishbase
Craterocephalus randi,25669,Kubuna hardyhead,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,Freshwater,Native,LC,,,LC,,,1,1,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,IUCN; Fishbase
Crenicichla haroldoi,52206,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Crenicichla,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase 
Crenicichla tesay,64949,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Crenicichla,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase 
Cryptoheros chetumalensis,63671,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cryptoheros,Freshwater,Native,LC,,,LC,,,,,1,,Pterygoplichthys pardalis (Unclear),,,,,,,,,,,,,,,,,,,,,,,,,,,IUCN; Fishbase
Deuterodon heterostomus,53476,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Probolodus,Freshwater,Native,LC,,,LC,,,,,1,,Cichla ocellaris (Predation),,,,,,,,,,,,,,3.24,,,,,,,,,,,,,IUCN; Fishbase 
Dionda episcopa,2750,Roundnose minnow,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Dionda,Freshwater,Native,LC,,,LC,,,1,1,,,,,,,,,,,,,1.2,,1.6,,2,grazer,,3.8,,,,23,25,2,,,,IUCN; Fishbase
Distichodus engycephalus,5254,Perch,4,Animalia,Chordata,Actinopterygii,Characiformes,Distichodontidae,Distichodus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2,grazer,,,,,,,,,,,,IUCN; Fishbase
Distichodus rostratus,2406,Grass-eater,4,Animalia,Chordata,Actinopterygii,Characiformes,Distichodontidae,Distichodus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2.579999924,grazer,,,,,31.29999924,22,28,6,,,,IUCN; Fishbase
Engraulicypris brevianalis,11819,River sardine,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Engraulicypris,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,,3.17,variable,,,,,,,,,,,,IUCN; Fishbase
Enteromius apleurogramma,11294,East African red finned barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,1,,1.3,,2.9,predator,,2.7,,,5.400000095,23,26,3,,,,IUCN; Fishbase
Enteromius bawkuensis,5328,,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,IUCN; Fishbase
Enteromius cercops,11333,Luambwa barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2.35,grazer,,,,,7,,,,,,,IUCN; Fishbase
Enteromius jacksoni,11374,Jackson's barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,22,28,6,,,,IUCN; Fishbase
Enteromius magdalenae,11400,Bunjako barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,Lates niloticus (Predation),,,,,,,,,,,,,3,,,,,,,,22,28,6,,,,IUCN; Fishbase
Enteromius neumayeri,11430,Neumayer's barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,3.04,predator,,,,,11.80000019,23,27,4,,,,IUCN; Fishbase
Enteromius nyanzae,11435,Nyanza barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3,,,,,,,7,18,28,10,,,,IUCN; Fishbase
Enteromius pallidus,12345,Goldie barb,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,1,,,Clarias gariepinus (Predation),,,,,,,,,,,,,3,,,,,,,7,,,,,,,IUCN; Fishbase
Enteromius profundus,11460,,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,Freshwater,Native,LC,,,LC,,,,,1,,Lates niloticus (Unclear),,,,,,,,,,,,,,3.2,predator,,,,,,,,,,,,IUCN; Fishbase
Epiplatys togolensis,53777,,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Epiplatys,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,3.3,,,,,,,,22,28,6,,,,IUCN; Fishbase
Fonchiiichthys uracanthus,50605,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Fonchiiichthys,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,IUCN; Fishbase
Geophagus crassilabris,12317,Panamanian eartheater,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Geophagus,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,2.2,,,,,,,,25,30,5,,,,IUCN; Fishbase
Girardinus denticulatus,27696,Toothy topminnow,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Girardinus,Freshwater,Native,LC,,,LC,,,,,1,,Clarias gariepinus (Predation); Micropterus salmoides (Unclear); Oreochromis aureus (Competition); Oreochromis mossambicus (Competition); Poecilia reticulata (Unclear); Poecilia sphenops (Unclear),,,,,,,,,,,,,,2.34,variable,,,,,,22,28,6,,,,IUCN; Fishbase
Girardinus metallicus,11967,Metallic livebearer,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Girardinus,Freshwater,Native,LC,,,LC,,,,,1,,Clarias gariepinus (Predation); Micropterus salmoides (Unclear); Oreochromis aureus (Competition); Oreochromis mossambicus (Competition); Poecilia reticulata (Unclear); Poecilia sphenops (Unclear),,,,,,,,,,2.5,,3.3,,2.31,variable,,7.2,,,,22,25,3,,,,IUCN; Fishbase
Girardinus microdactylus,27698,Smallfinger topminnow,4,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Girardinus,Freshwater,Native,LC,,,LC,,,,,1,,Clarias gariepinus (Predation; Competition),,,,,,,,,,,,,,2.26,variable,,,,,,22,26,4,,,,IUCN; Fishbase
Glossogobius clitellus,66600,,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,IUCN; Fishbase
Glossogobius muscorum,64852,,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Freshwater,Native,LC,,,LC,,,,1,1,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,IUCN; Fishbase
Gobio alverniae,62656,Auvergne gudgeon,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Gobio,Freshwater,Native,LC,,,LC,,,1,1,,,,,,,,,,,,,,,,3.2,,,,,,,15,,,,,,,IUCN; Fishbase
Gobio carpathicus,65115,Carpathian gudgeon,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Gobionidae,Gobio,Freshwater,Native,LC,,,LC,,,1,,,,Neogobius fluviatilis (Competition; Predation),,,,,,,,,,,,,3.2,,,,,,,,,,,,,,IUCN; Fishbase
Gymnodiptychus dybowskii,22936,Naked osman,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gymnodiptychus,Freshwater,Native,LC,,,LC,,,1,1,,,Oncorhynchus mykiss (Unclear),,,,,,,,,,3.1,,3.8,,3.72,predator,,13,,,21.79999924,,,,,,,IUCN; Fishbase
Gymnogobius castaneus,15783,Biringo,4,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gymnogobius,Freshwater_Brackish_Marine,Native,LC,,,LC,,,1,,,,Lepomis macrochirus (Unclear),,,,,,,,,,1,,1.4,,3,,6.52605042,3.2,,,,,,,,,,IUCN; Fishbase
Haplochromis flavus,52237,,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis,Freshwater,Native,LC,,,LC,,,,,1,,,,,,,,,,,,,,,,2.32,variable,,,,,,,,,,,,IUCN; Fishbase
Hemibrycon dariensis,51309,,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemibrycon,Freshwater,Native,LC,,,LC,,,,,1,,Cichla monoculus (Unclear),,,,,,,,,,,,,3,,,,,,,,,,,,,,IUCN; Fishbase
Hoplias microlepis,14164,,4,Animalia,Chordata,Actinopterygii,Characiformes,Erythrinidae,Hoplias,Freshwater,Native,LC,,,LC,,,,,1,,Oreochromis mossambicus (Unclear); Hypostomus aspidolepis (Unclear),,,,,,,,,,,,,,4.5,predator,,,,,,26,28,2,,,,IUCN; Fishbase
Hypostomus pusarum,48950,,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Freshwater,Native,LC,,,LC,,,,,1,,Oreochromis niloticus (Predation),,,,,,,,,,1,,1.4,,,,,3.8,,,,,,,,,,IUCN; Fishbase 
